"recipient_cfscore","total_receipts","log_pac_receipts"
-0.8,900844.16,12.7380574466503
-0.8,3390694.29,13.6823806390241
-0.8,2996005.94,13.5383678573684
-0.972,1333321.02,13.1791708407795
-0.972,916759.17,13.0047075836524
-0.972,975256.29,13.003964902404
-0.816,400,0
1.062,2478710.48,13.6682151834119
1.062,3750000.87,13.4952910237327
1.062,2890440.52,13.676278202833
-0.812,647371.55,12.7483142585192
-0.812,610238.34,12.5853960507903
-0.812,485051.35,12.7107322886484
1.008,731600.7,12.8409558189541
1.008,650125.89,12.8733916314705
1.008,814995.17,12.7958431746051
0.948,543226.67,12.619730170629
0.948,1287441.93,13.5251457568785
0.948,1135726.47,13.5505019683487
0.633,671457.93,12.7890658679995
1.323,355735.93,10.6309008849637
-0.447,729836.44,13.0480190696332
-0.447,2657862,12.5983207931555
-0.447,1216340.21,12.8008376826334
1.132,1921587.04,14.013301740697
1.132,1044273.46,13.5136853681349
1.132,6455.35,0
-0.847,931989.76,12.9968591096072
-0.847,863235.1,13.081491381634
-0.847,920365.29,13.1245774046362
1.33,11243370.9,13.843340682437
0.939,1357980.82,13.8713971967744
0.939,1263609.57,13.8944662288735
0.939,1526911.24,13.9981007453405
1.244,209117.08,12.043559598368
0.821,10131.85,0
-0.455,3190720.72,13.9063334120379
-0.455,3826438.09,14.105558275071
-0.455,1433658.49,13.1798989412254
0.802,3375829.85,14.5200181638356
0.802,3291477.93,14.5626217902622
0.802,4561513.63,14.8665445483568
1.055,1181556.1,13.4987099596684
1.055,3260.38,0
0.705,1674736.45,13.7314175873719
0.705,4054875.87,14.5877154366197
0.705,4104005.17,14.7319335010981
0.785,52318.69,0
-0.591,1103438.77,13.1747749762563
-0.591,1122854.59,13.250160108243
-0.591,1168206.09,13.1486371782818
1.119,2232.03,0
1.119,1717.82,0
1.097,1030164.96,12.9390681307282
1.097,1182238.9,13.1899804549206
1.097,1153117.97,13.3739793157821
1.219,842045.37,12.8463448077523
1.219,719440.11,12.6723675936118
1.219,1216620.06,13.2481188860516
-0.457,2360398.97,14.4452342754782
-0.457,942131.93,13.6351988959778
1.006,1077552.25,12.8539489394924
1.006,1432349.78,13.0707647732566
1.006,1619612.74,13.1101234137414
0.801,7640467.43,14.8605938373519
0.801,6649687.01,14.7980845779844
0.801,234660.79,0
-0.695,1356321.57,13.7269142237751
-0.695,1070865.76,13.5985366849829
-0.695,958052.51,13.5211388262205
0.87,2449473.47,13.9929903372481
1.111,1140566.63,13.1674044271809
1.111,87681.86,10.7789771230064
1.039,1069891.19,13.2853339049164
1.039,1107197.22,13.2799498623732
1.039,1139022.37,13.401208014505
1.223,378998.03,12.1837244750864
1.223,424680.15,12.2401165204108
1.223,362299.08,12.2742031452815
-0.874,908543.77,12.6930531302486
-0.874,589338.71,12.5297279522406
-0.874,664591.65,12.6829416850717
-0.036,218022.24,11.8709564890166
1.376,1551896.98,13.6635863992649
1.376,2145627.18,14.1681335237161
1.376,2463359.88,14.3002275380409
-0.664,1048195.13,13.4553667473154
-0.664,1350030.93,13.7398361611462
-0.664,1480952.91,13.9581182213449
0.582,852973.17,13.0610218736895
0.582,942031.32,13.2801827080666
0.582,1385125.59,13.7577571683378
-0.148,64508.96,0
1.338,1720190.35,13.6633507284122
-0.127,976668.79,13.5845886081932
-0.127,1026212.72,13.7055182208529
-0.127,1243041.31,13.8655926110952
1.443,3753859.7,13.4403821048316
1.443,2000377.86,12.9123814309229
1.443,947982.84,12.5793106613417
-0.3,2403028.68,13.8262068778252
-0.3,16.5,0
-0.658,1222006.4,13.5509602057472
-0.658,177621.51,11.9938133947243
-0.167,1408187.25,13.5135952451488
-0.167,1085269.72,13.4567161552731
-0.167,1144544.26,13.3456285213259
-0.82,1634095.81,13.5338099475146
-0.82,1110525.93,13.4776850280546
-0.82,199912.71,10.3890261370752
0.788,674170.19,13.0135547014467
0.788,850673.97,13.1447480409231
0.788,9581.91,8.69968140098951
0.94,474460.37,12.425212191503
1.143,2352676.1,13.8631104902792
1.143,2776557.7,14.0147499641659
1.143,745880.89,12.7476728370496
1.025,2397464.98,13.8247297404055
1.025,2078660.33,13.7861342690662
1.025,2469908.66,13.5230953150464
1.2,1687074.84,12.9946605201044
1.2,2070663.45,13.1265038737067
1.2,1860536.25,13.0964568833579
-0.79,2731218.03,13.8815203337757
-0.79,3034996.76,14.0366047467689
-0.79,19726.14,0
-0.559,901274.34,13.3612706183191
-0.559,852624.56,13.4342618807973
-0.559,1113965.75,13.7188150149874
-0.883,283505.64,11.701485853054
0.845,1232450.03,12.9970631583892
0.845,1072743.57,13.1785640349643
0.845,1068879.5,13.1717076737285
-0.744,991384.96,13.314090809932
-0.744,1048541.65,13.3242547402761
-0.744,1033644.83,13.217510089303
0.883,1016545.82,12.9679367228329
0.883,1338212.4,13.2722054398851
0.883,1808368.65,13.7828282316967
0.828,2234892.13,14.1195873765937
0.828,1133555.2,13.5005793504683
0.828,6649.25,0
0.684,2386295.47,14.0336444780035
0.684,1854010.24,13.9569447101127
0.684,1499654.48,13.8015728680503
-0.661,1300,0
-0.194,10716.86,0
1.273,1779731.37,13.9384395924495
1.273,2086901.07,14.0196046876917
1.273,2239550.04,14.0754765411606
1.203,3017392.46,14.2033533002779
1.203,3121515.43,14.2374387363222
1.203,2258314.34,14.043531348189
1.336,1561331.33,13.6635016628777
1.336,1670292.16,13.8402338822782
1.336,291789.71,12.3587980243841
1.223,1054607.15,13.6707749172323
1.223,1178543.53,13.7076969358998
1.223,1364055.55,13.8001404202559
1.165,885683.63,12.9794944684032
1.165,996110.34,13.14014105391
1.165,1062407.96,13.3285334508025
0.898,353367.37,12.3950428841071
0.898,559345.61,12.8750577602349
0.898,1035353.03,13.3387232837389
0.014,1483125.53,13.4654472375647
0.014,1524075.67,13.4423947869698
0.014,1759404.4,13.7229939385341
-0.725,628.18,0
-0.553,3629324.39,13.5547962316
-0.553,2585591.55,7.60140233458373
-0.553,4037050.28,13.6649846822562
1.154,2341155.22,13.9989613769017
1.154,2403022.09,13.9937991683513
1.154,2337387.1,14.1022856167035
1.242,1067726.45,13.3185493113404
1.242,1033459.52,13.3344037883558
1.242,451747.05,12.5213630878128
-0.504,2876917.75,14.4002963581056
-0.504,3550177.63,14.6030639143855
-0.504,6597.29,0
-0.329,825517.56,13.1831109469565
-0.329,874348.64,13.3063488491237
-0.329,886350.28,13.3716638189748
1.116,528415.78,13.0710721882777
1.022,4496593.86,14.6086289207785
1.022,2281027.56,14.0573906076768
1.022,11526950.36,15.1970959090796
-0.756,1398407.42,13.0785908468305
-0.756,10284.18,7.82444593087762
-0.756,2627.28,6.90875477931522
-0.54,1154849.08,13.6076766758072
-0.54,986750.65,13.5013807539348
-0.54,1165082.56,13.7262145149298
1.19,698413.78,12.4740021644321
1.19,784737.23,12.7149130801114
1.19,802661.38,12.7233802160154
-0.286,1091162.23,12.9707257837956
-0.286,851431.87,12.6907644977349
-0.286,792629.52,12.7263746462668
1.08,972460.35,12.6487510044688
1.08,1274738.5,13.0478910496504
1.08,1580094.72,13.4336752734961
0.923,1230228.35,13.4261481231093
0.923,1746285.66,13.8266800265551
0.923,3226166.96,14.3483193593095
0.404,264568.44,11.7873366423426
0.404,8548.21,0
0.767,2672026.97,13.8997165134363
0.767,3056434.55,13.9763276676879
0.767,112473.57,0
-0.949,2904421.74,13.9899888113129
-0.949,532686.34,12.5972731630691
-0.949,201,0
0.825,1706451.47,13.6141463431843
0.825,1762781.84,13.7233170423126
0.825,1669362.27,13.8522339149333
1.461,742346.57,11.6852801841081
1.461,772093.73,12.0820129402315
1.461,742484.6,11.5751582048361
1.074,966270.91,12.8177412964507
1.074,924138.66,12.8216313771749
1.074,838509.88,12.8654340608144
-0.594,351713.48,11.9827165716346
-0.594,530350.34,12.0958447478085
-0.594,706231.24,12.2830383162852
1.102,1324340.28,13.1217739036988
1.102,1633177.55,13.6339673381875
1.102,1774897.36,13.5212219637599
1.337,1350629.71,13.4413849472719
1.337,2011703.4,13.8456869752676
1.337,1939446.23,14.0071591243243
1.07,829632.42,13.1914529268845
1.07,804262.61,13.3315952809193
1.07,1033312.66,13.4851517442346
0.323,1672433.49,13.5829470528721
0.323,1509460.41,13.5642482154697
0.323,1689931.66,13.7830302475707
1.092,1968862,13.7392481127532
1.092,2698350,14.088425886746
1.092,3274060,14.2192588598703
1.02,1654833.25,13.5869536307344
1.02,1301442.34,13.4937778054764
1.02,1663101.86,13.8155410574992
-0.712,823446.23,13.2333982553742
-0.712,1031481.1,13.5055160713344
-0.712,1018790.86,13.562778553969
1.061,1295137.64,13.294339083304
1.061,247932.95,11.7848857705765
1.061,2384.28,7.69379608546703
1.051,663975.17,12.535235123702
1.051,1273.67,0
-0.345,663826.51,12.7085964342269
-0.345,659464.8,12.8217338471983
-0.345,635397.21,12.8542807743587
-0.852,1025372,13.0307983756573
-1.093,2532626.42,13.6532571696779
-1.093,1224433.6,13.0350220259791
-1.093,1217897.4,13.0912349976202
1.224,4659697.08,14.7002027283818
1.224,5958895.95,14.8684848710921
1.224,7824640.59,15.0032771755816
0.984,721043.63,13.0057886614356
0.984,590021.76,12.6982535313873
0.984,590783.39,12.988605673459
-0.786,2970375.65,14.174599742278
-0.786,2046461.76,14.0171637896705
-0.786,1907702.23,13.9924454326012
-0.84,1520758.75,13.5110826263367
-0.84,1396008.17,13.6013899273934
-0.84,1202548.39,13.4852926064642
-1.006,86873.39,11.3679112535468
-0.466,1020415.31,13.0113950562449
-0.466,681491.62,12.8909381272958
-0.466,735013.13,12.9592583938575
1.01,2730570.15,13.5309915045561
1.01,1700684.19,13.4171640027308
1.01,1660718.68,13.5008150184884
-0.412,15701.26,0
-0.672,448223.02,12.8682476004362
-0.672,638258.47,13.1567667364869
-0.672,505298.56,12.9980035117367
-0.85,11037144,14.5641544113259
1.016,3277931.9,14.2898263638976
1.016,3494076.2,14.4511257925769
1.016,3013381.97,14.2684939614421
-0.727,11324466.72,14.7943572369743
-0.952,2687007.57,13.7054280110444
-0.952,12082748,14.3116734067333
-0.932,1562539.88,13.7052007815627
-0.932,1733368.07,13.7594749206336
-0.932,1626574.06,13.7483215406965
-0.587,1000849.45,13.1020988926684
-0.587,804484.49,13.1376198237168
-0.587,690649.72,12.985347222901
-0.743,1010366.77,8.00670084544037
-0.743,775892.37,0
-0.743,948496.94,0
1.316,1533549.73,13.1681535413077
1.316,1827643.49,13.5663950103723
1.316,2406972.54,13.9426849123701
-1.048,1976106.21,13.5672718149106
-1.048,1575564.65,13.4191491352774
-1.048,1572880.8,13.5589666224724
-1.064,2053544.11,12.8438418850908
-1.064,2090932.14,12.7659605392986
-1.064,2799429.48,12.7580910750574
1.468,30729663.04,13.11530049386
1.468,2380849,9.04793908261736
1.468,258538.27,0
1.169,1163154.28,13.5240156525611
1.169,1034587.4,13.5291425151306
1.169,1165784.51,13.7337135515748
1.019,351501.71,12.3673450484364
-1.067,1720667.32,13.1238557832126
-1.067,1710601.66,13.2457317460081
-1.067,1537929.58,13.1059252689615
-0.739,743730.13,12.878458289187
-0.739,624079.03,12.8215717489988
-0.739,685410.46,13.0700707206626
-1.119,20690.37,0
-0.384,562952.49,12.9368792248724
-0.384,57.51,0
1.511,1078119.01,13.116095072566
1.511,937570.14,12.8390360758255
1.511,733416.16,12.7795830263994
-0.291,1482726.72,13.1227477635185
-0.291,3000,0
-0.758,2523935.02,13.8663194545502
-0.289,1636260.54,13.7283612405522
-0.987,14523.83,5.01727983681492
-0.785,4000,8.00670084544037
-0.25,831885.68,13.0874050744602
-0.25,732896.77,13.0575915490527
-0.25,615634.82,13.000721864891
-1.019,3540707.49,12.9523947204077
-1.019,2871395.85,13.5892350321343
-1.019,2981949.73,13.5425213481424
-0.981,950025.79,13.2040446864524
-0.981,1151256.7,13.524780872922
-0.981,1018957.71,13.4907891056543
-0.668,616269.82,12.7318390971754
-0.668,21374.5,0
1.409,1351218.47,12.8938743645333
1.409,9119,7.60140233458373
-0.918,1606981.65,12.7058605370363
-0.918,1227146.73,12.6322419351966
-0.918,1213205.85,12.8705008560907
1.146,1111742.01,13.2397351818501
1.146,1217262.88,13.342173442823
1.146,1056036.48,13.356127450785
0.936,950387.37,13.0962267727591
0.936,1210489.86,13.3056028461215
0.936,1047333.61,13.1452614050803
-0.752,1124041.82,13.1148479270223
-0.752,1155654.89,13.243941478238
-0.752,1121602.41,13.2935906698026
0.731,758988.49,12.5482464543961
0.731,1081571.71,13.4044563599511
0.731,1414045.95,13.5711127262151
1.266,1436751.06,13.457551933317
1.266,2624874.23,14.4273790744545
1.266,3581223.24,13.1018562564107
-0.867,969474.1,12.9429644256366
-0.867,1075200.59,12.9732544366244
-0.867,874657.21,12.7959562769271
-1.038,788055.51,13.0092134921117
-1.038,576482.9,12.8889194589814
-1.038,60232.81,10.2921794400585
0.117,6615.83,0
0.384,597459.56,0
-0.998,2363587.45,13.2407921067779
-0.998,3420445.88,13.8950617602534
-0.998,423178.9,12.2428914379184
1.26,1191742.7,11.6057344284302
1.26,1593895.75,12.0753589936287
1.26,1058570.56,11.8137368446247
-0.75,1149923.96,6.90875477931522
-0.75,1193195.63,6.90875477931522
-0.75,1389071.3,0
1.275,3441282.7,13.8133657595276
1.275,4725822.09,14.1501950117394
1.275,3568845.95,14.0953929039795
-0.791,3035222.27,13.8872326683548
-0.791,2654776.14,13.8641803720348
-0.791,2167398.67,13.8162405714396
-1.042,5394199.71,12.347432571319
-1.042,3405575.83,12.5970195392054
-1.042,10030645.72,12.1484488292897
0.998,1051651.68,13.0545148509048
0.998,1131537.55,13.0804664303295
0.998,896408.67,12.9259128754963
0.871,1096521.82,13.1307293052388
0.871,596061.38,12.8760117397951
0.871,625662.49,13.1018003807006
-0.643,235737.36,9.68635837854066
-0.643,75910,9.83097062169695
1.009,3226793,14.0548659680631
1.009,2726450.13,14.2052505046025
1.009,265706.5,10.8888311007672
1.17,1948903.34,13.8588418878674
1.17,2633523.81,14.3161405565349
1.17,2200864.8,14.131760407774
0.927,1577907.36,13.9210298470169
0.927,1834726.89,14.0781769537086
0.927,1732323.77,14.196224541937
1.024,48321.94,8.00670084544037
1.337,1620069.64,12.6803300272291
1.337,1512622.19,12.6081185815927
1.337,1618352.32,12.089544447236
0.97,1797931.07,13.4781013605323
0.97,15550475,14.4445420613089
-0.982,1024607.7,12.1361918799819
-0.982,435540.05,11.5805934591948
-0.982,614358.96,12.049132244714
-0.853,9641.57,8.69968140098951
-0.903,2281359.28,13.8630260338732
-0.903,20048839.3,15.2770677412847
1.097,3113793.48,13.9985681521496
1.097,3196225.86,14.1458239103918
1.097,4954433.03,14.7039697157591
1.326,934965.57,12.9612575666309
1.326,1313752.66,13.1902107931072
1.326,1009225,13.2196370827755
1.199,1483424.09,13.325688914744
1.199,1299434.67,13.5962547769677
1.199,1905574.11,14.1094132621051
-0.719,1273980.63,13.2221738339377
-0.719,1086760.85,13.1825459627135
-0.719,952070.38,13.1457388693134
-0.513,7501.84,0
0.69,1321361.7,13.4572325011551
0.69,1188889.59,13.3528773483222
0.69,1120242.4,13.4461901822197
-0.892,13454181.24,14.6665253875689
-0.475,3628.08,0
-0.856,1102858.06,13.2774341481038
-0.856,1267973.38,13.5910430305804
-0.856,2108972.55,14.1679305855716
-0.699,974898.84,13.2105262395138
-0.699,1014130.84,13.4292860957409
-0.699,1155680.62,13.4677846516727
-0.84,2032959.47,13.4071071272111
-0.84,2710660.58,14.1736588200366
-0.84,1127.73,0
0.676,22478.16,8.47527684831495
-0.667,1303395.28,13.6228368015787
-0.667,1735.15,0
0.9,563762.81,11.976193964061
-0.517,689197.47,13.1310824951801
-0.517,965127.6,13.5600001560284
-0.517,722468.99,13.3796976124582
-0.956,528815.31,11.4344864041009
-0.439,1781164.17,13.8656754244164
-0.439,1637572.29,13.8293466167176
-0.439,1909841.12,14.1100663621007
1.017,1263884.89,13.0353495931391
1.017,1324739.64,13.1258366984351
1.017,1206124.38,13.0563100455201
1.154,706755.61,0
1.154,522428.21,7.60140233458373
1.154,403651.27,8.69968140098951
1.159,1439596.52,13.5060501974833
1.159,1482852.56,13.4612572651743
1.159,1551907.95,13.778479742833
0.962,807594.7,12.9597012376525
0.962,977465.27,13.3027225099027
0.962,1406796.27,13.580170644982
-0.736,969.64,0
-1.055,7829.18,0
-0.688,2241573.23,13.8418665570916
-0.688,1996341.69,13.775532998475
-0.688,2027734.05,13.7176241304818
1.139,715313.84,12.7900771671368
1.139,432665.64,12.6275784116324
1.139,100099.9,11.0186455364637
-0.698,728590.98,12.7575151227764
-0.698,914483.79,13.0501711075821
-0.698,1013643.52,13.2496583640111
-0.638,1523172.1,12.7692136411845
-0.638,1168164.17,12.8309168951109
-0.87,6212.29,0
-0.87,148.9,0
-0.87,17.83,0
-0.83,1997478.15,13.9033643625121
-0.83,800682.04,13.1327134501322
-0.604,2085819.12,13.5545462071602
-0.604,1457786.33,13.5398791701337
-0.604,1145846.45,13.3602905031837
-0.294,1444696.44,13.8606247263133
-0.294,428457.25,12.7940092991834
-0.294,1491.31,0
0.279,35133.44,8.5173931714189
0.279,29715.18,0
-0.288,1025610.58,13.2957569144403
-0.288,287956.88,12.307053082634
-0.775,729887.77,12.5270540883829
-0.775,1301923.81,13.2423133790486
-0.775,954948.76,13.1416776501807
-0.781,1175607.54,13.328621277149
-0.781,1244886.07,13.303631863247
-0.781,1146729.78,13.277952707592
0.969,1013.58,0
-0.858,362116.79,12.089544447236
0.906,4476144.59,14.9699343131904
0.906,2188155.7,14.3329319815392
0.906,38324.98,0
-0.332,1129343.43,13.7061883607544
-0.332,1585615.69,13.9891009420963
-0.332,1203941.53,13.8211435329294
-0.273,1510757.47,13.5155645499388
-0.273,795393.05,12.9280265251846
-0.578,212068,12.0881389735287
-0.578,192203.07,12.0061022603491
-0.578,276468.99,12.2219509159342
0.788,9484.84,0
0.788,14353.83,0
1.101,22024288.2,14.7037519597703
1.101,18372559.92,14.6577891284793
1.101,6452429.29,13.9855073087355
1.184,1136768.09,13.4270662703366
1.184,970541.76,13.2112592842183
1.184,1100214.21,13.6122642740756
-0.378,41411.77,0
-0.437,1102046.82,13.0368223298595
-0.437,841344.87,12.939955016843
-0.437,3048.69,0
0.98,2725003.77,14.2109986608635
0.98,301789.13,12.4820242973336
0.98,2444.41,0
-1.017,66274.9,10.7035093768831
-0.809,1489802.48,13.4241120398529
-0.809,1509756.37,13.565690968997
-0.809,1375000.13,13.3931429032578
-0.598,735679.32,12.9130187810833
-0.598,782583.56,12.9465301339073
-0.598,212350.88,11.8091010898668
0.749,1980066.12,13.5999643238118
0.749,504140.17,12.575758578261
0.749,1360.81,0
-0.589,1849999.56,14.0291125490272
-0.589,1852781.72,13.9765215320686
-0.589,1867773.33,13.9439868563524
-0.567,581440.27,12.6850979567464
-0.567,493129.12,12.6998568862538
-0.567,656653.58,12.8051857017806
-0.683,581.76,0
0.891,2748940.37,13.773464710675
0.891,3192506.95,13.931119970791
0.891,4456337.02,14.0762546645306
0.85,1091572.66,13.1308069895684
0.85,1192965.24,13.3672906511727
0.85,1452907.26,13.5184600585204
-0.558,150477.13,11.42683366504
-0.386,615071.75,12.738173341425
-0.386,598417.33,12.6925830354895
-0.386,558820.1,12.7541969442091
0.803,2068330.84,13.9055784299437
0.803,851622.29,13.0534976406926
0.803,1646784.85,13.671673893674
0.462,12580.41,0
-0.322,652962.59,12.6660916880235
-0.322,710345.7,12.7585075698097
-0.322,811734.3,12.8057622441661
1.21,1248412.38,13.6115642669251
1.21,8088438,13.9113478715365
-0.212,1290956,13.6149127065156
-0.212,1235547.51,13.6457369059005
-0.212,1121629.62,13.6132258284274
1.262,1588.77,0
-0.709,498765.15,12.9421152695287
-0.709,353071,12.7068509637411
-0.709,589580,13.0566529698761
-0.661,344048.41,12.4217468103022
-0.661,262850.48,12.2294277787278
-0.661,525090.18,12.715353777182
1.047,1067862.53,12.7464780907343
1.047,18500,0
0.926,1160262.71,13.0727843811887
0.926,1309.33,0
-0.576,114892.86,0
-0.359,942.25,0
-0.397,1208367.8,13.6700560813166
-0.397,1202666.25,13.7379774004007
-0.397,1029909.16,13.6735643052192
0.254,1812860.05,13.467319594499
0.254,1308269.37,13.1749577250549
0.254,1066997.59,13.0993014844676
-0.744,1125304.2,12.8183649136676
-0.744,1143415.71,13.0559589458715
-0.744,1611448.37,13.1784053360178
-0.718,674523.93,13.1097866205119
-0.718,739115.66,12.7635461403936
-0.718,772106.48,13.0280548957329
-0.551,1746928.76,13.4725569163434
-0.551,1410064.35,13.4528003670771
-0.551,1690309.28,13.5902660511879
-0.826,223076.95,11.3056210594715
-0.722,852387.49,13.5118820814211
-0.722,8354.55,8.69968140098951
-0.457,3643.2,7.31594999166117
1.075,1624077.68,13.9144813749079
1.075,1382857.92,13.8016288513706
1.075,1204602.87,13.6872148295839
-0.327,1150155.9,13.5389381968296
-0.845,1456415,11.1079752242951
-0.845,24750,0
1.108,1283756.61,12.835312572328
1.108,938582.34,12.9196374603092
1.108,408619.07,12.0196406524559
1.212,15269.13,0
1.212,7750,0
-0.824,858985.44,12.9193214773016
-0.824,1157846.24,13.0379405744369
-0.824,1381139.75,13.0834686910985
1.089,2659541.26,14.1331820195534
1.089,5078.23,0
0.797,125278.83,0
0.797,71135.09,0
1.334,944125.58,10.8911869022975
1.334,2600,0
1.14,3412780.12,14.5637452754112
1.14,1136845.16,13.6069913847296
1.14,13576.65,0
0.942,1917048.79,14.118168184943
0.942,1873975.79,14.193575486328
0.942,547847.29,12.9850786641619
0.883,2066087.83,14.0550279709528
0.343,1566499.52,13.5571490716806
0.343,2128409.65,14.1113425171846
0.343,1598321.69,13.9529289912485
0.553,1101627.89,13.2826565647748
0.553,1348295.36,13.3591367867516
0.553,1994556.82,13.7364904455952
0.955,716405.25,12.7864737710212
0.955,704722.91,12.6153864379424
0.955,675247.86,12.3975232389118
1.184,397339.26,12.4682484306981
1.183,1068815.87,12.9884631624875
1.183,938321.08,12.8343386329139
1.183,1017388.98,13.068236598805
0.647,1206799.03,13.5612968651605
0.647,3000,0
-0.658,554638.34,12.7369979113026
-0.658,498975.36,12.7603915726917
-0.658,227214.42,11.7235195602298
-0.399,870614.07,13.3370557337594
-0.399,858650.91,13.4092716505506
-0.399,823547.8,13.4105649948692
1.006,1696688.56,12.3870636508663
1.006,741773.11,12.4270177821006
1.198,372392,11.8775755229785
-0.794,1744502.64,12.9319061354913
